"[P*D]Harrison_Ford (100)" "0"
"[P0D]Juliet_Lewis (100)" "0"
"[POD]Marylin_Monroe (100)" "0"
"[P0D]Heather_Graham (100)" "0"
"[POD]Hemp Invader (100)" "0"
"[P*D]Die Humans (5)" "0"
"[P0D]Eliza (100)" "0"
"[POD]Stacy_Keech (100)" "0"
"[P0D]Bruce_Willis (100)" "0"
"[POD]Android (6)" "0"
"[P*D]Android (100)" "0"
"[P0D]Psyke (100)" "0"
"[POD]Drew_Barrymore (100)" "0"
"[P*D]L33t B0t (100)" "0"
"[P0D]Neuromancer (7)" "0"
"[P0D]Robert_Downey_Jr (100)" "0"
"[POD]Headshot Deluxe (100)" "0"
"[POD]Mel_Gibson (100)" "0"
"[POD]Sharon_Stone (100)" "0"
"[P*D]V0id (6)" "0"
"[POD]Trust Noone (100)" "0"
"[P0D]Fragnatic (100)" "0"
"[POD]Sigourney_Weaver (100)" "0"
"[P0D]Campers Death (100)" "0"
"[POD]Tommy_Lee_Jones (100)" "0"
"[POD]Danny_Devito (100)" "0"
"[P*D]BotsBlitz (10)" "0"
"[P*D]Zap! (100)" "0"
"[P0D]Robert_Redford (100)" "0"
"[P*D]Jack_Nicholson (100)" "0"
"[P*D]Trust Noone (100)" "0"
"[POD]Neuromancer (10)" "0"
"[P0D]Sylvester_Stallone (100)" "0"
"[POD]Adam_Sandler (100)" "0"
"[POD]Jeff_Bridges (100)" "0"
"[P*D]Jean_Claude_Van_Damme (10)" "0"
"[P0D]Zap! (100)" "0"
"[P*D]Ivan (100)" "0"
"[POD]Marlon_Brando (100)" "0"
"[POD]Laserdance (100)" "0"
"[P0D]Arnold_Schwarzenegger (7)" "0"
"[POD]John_Malkovich (100)" "0"
"[P*D]Polymorph (100)" "0"
"[POD]Neuromancer (100)" "0"
"[P0D]Anthony_Hopkins (100)" "0"
"[P*D]Botman (100)" "0"
"[P*D]Kate_Winslet (9)" "0"
"[P*D]V0id (100)" "0"
"[P*D]Fragnatic (100)" "0"
"[P*D]Sean_Penn (8)" "0"
"[P*D]Jean_Claude_Van_Damme (9)" "0"
"[P0D]Neuromancer (6)" "0"
"[POD]Ivan (7)" "0"
"[POD]Botman (5)" "0"
"[POD]L33t B0t (9)" "0"
"[P0D]Adam_Sandler (6)" "0"
"[P0D]Robert_Downey_Jr (6)" "0"
"[P*D]Burt_Reynolds (5)" "0"
"[P0D]Chris_Tucker (8)" "0"
"[P0D]Rambotnic (5)" "0"
"[P*D]Jeff_Bridges (9)" "0"
"[P*D]Jean_Claude_Van_Damme (5)" "0"
"[P0D]Quentin_Tarantino (5)" "0"
"[POD]Violently Happy (10)" "0"
"[P0D]Will_Smith (7)" "0"
"[P*D]Killing Frenzy (5)" "0"
"[POD]Heather_Locklear (10)" "0"
"[P*D]Robert_Downey_Jr (7)" "0"
"[P0D]Neural Noise (100)" "0"
"[P*D]Murder Inc. (100)" "0"
"[POD]Campers Death (100)" "0"
"[P*D]Rodney_Dangerfield (6)" "0"
"[P0D]George_Clooney (8)" "0"
"[POD]Harvey_Keitel (5)" "0"
"[P*D]Android (10)" "0"
"[POD]Chris_Tucker (8)" "0"
"[POD]Al_Pacino (6)" "0"
"[POD]Anthony_Hopkins (5)" "0"
"[P0D]Burt_Reynolds (5)" "0"
"[POD]Murder Inc. (7)" "0"
"[P0D]Adam_Sandler (100)" "0"
"[P0D]Die Humans (100)" "0"
"[P*D]Jet_Li (7)" "0"
"[P0D]Fuzzy Logic (100)" "0"
"[POD]DaTa (100)" "0"
"[POD]Jennifer_Love_Hewitt (100)" "0"
"[P0D]Neural Noise (5)" "0"
"[P0D]Killing Frenzy (100)" "0"
"[POD]Rambotnic (100)" "0"
"[P*D]Samuel_L_Jackson (100)" "0"
"[P0D]Cheech Marin (100)" "0"
"[P0D]Larry_Fishbourne (100)" "0"
"mR.FARHAN PlayGames" "0"
"[P0D]Bloodlust (100)" "0"
"[P0D]Alloc (100)" "0"
"[P0D]Charlie_Sheen (100)" "0"
"[POD]Thomas Chong (8)" "0"
"[POD]Violently Happy (100)" "0"
"[P*D]Electrica (100)" "0"
"[P0D]George_Clooney (100)" "0"
"[P0D]M0rbid Desire (100)" "0"
"[P*D]Chris_Tucker (6)" "0"
"[POD]Mickey_Rourke (100)" "0"
"[P*D]Keanau_Reeves (100)" "0"
"[P0D]Wesley_Snipes (100)" "0"
"[P0D]Clint_Eastwood (7)" "0"
"[P0D]Borg Queen (100)" "0"
"[P*D]Make my Day (5)" "0"
"[P*D]George_Clooney (100)" "0"
"[P*D]Make me Laugh (100)" "0"
"[P*D]Andrew_Dice_Clay (100)" "0"
"[P*D]Joe_Pesci (7)" "0"
"[POD]Jack_Nicholson (100)" "0"
"[P*D]Larry_Fishbourne (9)" "0"
"[P*D]Marylin_Monroe (100)" "0"
"[P*D]Stacy_Keech (100)" "0"
"[POD]Samuel_L_Jackson (100)" "0"
"[POD]Sean_Penn (100)" "0"
"[P0D]Fuzzy Logic (8)" "0"
"[P*D]Pseudolukian (100)" "0"
"[P*D]Neuromancer (100)" "0"
"[P*D]Borg Queen (6)" "0"
"[POD]Thomas Chong (100)" "0"
"[P*D]killaruna (100)" "0"
"[P0D]Sigourney_Weaver (100)" "0"
"[P0D]Dr. No (100)" "0"
"[P*D]Eliza (9)" "0"
"[P0D]Jennifer_Anniston (100)" "0"
"[P0D]Kugelfang (7)" "0"
"[POD]Matt_Damon (100)" "0"
"[P0D]Dredd (100)" "0"
"[P0D]Joe_Pesci (100)" "0"
"[P0D]Funky Byte (6)" "0"
"[P0D]Jef" "0"
"[P0D]Android (100)" "0"
"[P*D]Jack_Palance (100)" "0"
"[P*D]Jeff_Bridges (100)" "0"
"[P0D]Robert_Deniro (100)" "0"
"[P0D]Kugelfang (5)" "0"
"[P*D]John_Malkovich (100)" "0"
"[P*D]Kate_Winslet (100)" "0"
"[P*D]Jackie_Chan (8)" "0"
"[P*D]DaT" "0"
"[P0D]L33t B0t (100)" "0"
"[P*D]Burt_Reynolds (100)" "0"
"[P0D]Fuzzy Logic (7)" "0"
"[P0D]Kim" "0"
"[P*D]Jean_Claude_Van_Damme (100" "0"
"[POD]Cli" "0"
"[P0D]Ivan (9)" "0"
"[P*D]Al_Pacino (100)" "0"
"[P0D]Stacy_Keech (8)" "0"
"[POD]Chris_Tucker (100)" "0"
"[POD]Sean_Connery (100)" "0"
"[P*D]Danny_Devito (100)" "0"
"[P0D]Headshot Deluxe (7)" "0"
"[POD]Kat" "0"
"[P*D]Neural Noise (100)" "0"
"[P0D]Botman (100)" "0"
"[P*D]Kate_Winslet (7)" "0"
"[P*D]Pis" "0"
"[P0D]Jack_Palance (100)" "0"
"[P*D]Heather_Graham (100)" "0"
"[POD]Juliet_Lewis (100)" "0"
"[POD]Keanau_Reeves (10)" "0"
"[P*D]Larry_Fishbourne (100)" "0"
"[POD]Patrick_Swayze (9)" "0"
"[P*D]And" "0"
"[P0D]Clint_Eastwood (100" "0"
"[P*D]Bruce_Lee (100)" "0"
"[POD]Violently Happy (5)" "0"
"[P*D]Zap" "0"
"[POD]Berzerk Bot (100)" "0"
"[P*D]Psyke (100)" "0"
"[POD]Bruce_Willis (5)" "0"
"[P0D]Die" "0"
"[POD]Jet_Li (100)" "0"
"[P*D]Count Floyd (100)" "0"
"[P0D]Thomas Chong (100)" "0"
"[POD]Cheech Marin (9)" "0"
"[P*D]Campers Death (100)" "0"
"[POD]S.E.S. (100)" "0"
"[P*D]Jack_Nicholson (7)" "0"
"[POD]Jet" "0"
"[P0D]Botsie Collins (100" "0"
"[P0D]Danny_Devito (100)" "0"
"[POD]Fragnatic (8)" "0"
"[POD]Tru" "0"
"[POD]Pseudolukian (10)" "0"
"[P0D]Funky Byte (100)" "0"
"[P*D]Adam_Sandler (100)" "0"
"[POD]Jim_Carrey (100)" "0"
"[POD]Robert_Deniro (100)" "0"
"[POD]Psyke (100)" "0"
"[POD]Harvey_Keitel (100)" "0"
"[P0D]Joe_Pesci (5)" "0"
"[POD]Rob" "0"
"[P*D]Berzerk Bot (100)" "0"
"[P*D]Will_Smith (5)" "0"
"[POD]Tom" "0"
"[POD]Clint_Eastwood (100)" "0"
"[P*D]Kim_Basinger (100)" "0"
"[P*D]Hemp Invader (100)" "0"
"[P0D]Burt_Reynolds (100)" "0"
"[P*D]Wesley_Snipes (100)" "0"
"[POD]Botsie Collins (10)" "0"
"[P0D]Bur" "0"
"[POD]Killing Frenzy (8)" "0"
"[POD]Bloodlust (5)" "0"
"[P*D]Neural Noise (8)" "0"
"[P0D]Samuel_L_Jackson (9)" "0"
"[POD]Jennifer_Anniston (10)" "0"
"[P*D]Pseudolukian (7)" "0"
"[P*D]Fuzzy Logic (8)" "0"
"[POD]Killing Frenzy (5)" "0"
"[P*D]Arnold_Schwarzenegger (5)" "0"
"[P*D]Harrison_Ford (9)" "0"
"[POD]Laserdance (6)" "0"
"[P0D]Tommy_Lee_Jones (9)" "0"
"[P*D]Kugelfang (10)" "0"
"[P*D]Rodney_Dangerfield" "0"
"[P*D]Jim_Carrey (8)" "0"
"[POD]John_Malkovich (5)" "0"
"[P*D]Kug" "0"
"[P0D]killaruna (8)" "0"
"[POD]Bur" "0"
"[P*D]Sylvester_Stallone" "0"
"[POD]U're Dead (9)" "0"
"[POD]Jackie_Chan (100)" "0"
"[P*D]Jean_Claude_Van_Damme (6)" "0"
"[POD]Hea" "0"
"[P*D]Clint_Eastwood (100" "0"
"[P0D]Jet_Li (100)" "0"
"[P0D]Jackie_Chan (5)" "0"
"[P0D]Jean_Claude_Van_Damme (100" "0"
"[P0D]Android (10)" "0"
"[POD]Robert_Redford (7)" "0"
"[POD]Ping of Death (100)" "0"
"[P0D]Polymorph (100)" "0"
"[P*D]Dr. No (9)" "0"
"[P0D]Nic" "0"
